400,399,398,399,399,398,399,399,398,398,398,398,398,397,397,398,398,398,399,399
400,400,400,400,401,401,401,402,402,403,404,403,402,402,401,401,402,401,401,402
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
